-2.0787,0.35301,-0.4209,1
-2.0787,-0.26249,-0.14273,1
-2.0787,0.66075,-0.55999,1
-1.9862,-1.1857,-0.28181,1
-1.9862,0.66075,-0.0036363,1
-1.801,-1.4935,0.8309,1
-1.801,-0.87799,-0.55999,1
-1.7085,-1.1857,-0.55999,2
-1.7085,0.9685,0.69181,2
-1.7085,-1.4935,3.6127,1
-1.7085,-0.87799,-0.4209,1
-1.7085,-0.57024,0.8309,1
-1.7085,1.2763,0.41363,1
-1.7085,-0.87799,-0.55999,1
-1.6159,0.35301,1.2482,1
-1.6159,0.045257,-0.55999,1
-1.5234,-0.87799,-0.4209,1
-1.5234,1.8917,-0.55999,1
-1.4308,-0.87799,-0.55999,1
-1.4308,0.045257,-0.55999,1
-1.4308,-1.4935,-0.55999,1
-1.4308,-1.1857,0.27454,1
-1.4308,-0.87799,1.5263,1
-1.4308,0.045257,-0.55999,1
-1.3382,1.8917,2.3609,2
-1.3382,-1.1857,-0.28181,1
-1.3382,-0.87799,-0.55999,1
-1.3382,-0.87799,-0.55999,1
-1.3382,-0.26249,-0.14273,1
-1.3382,0.35301,-0.4209,1
-1.3382,0.9685,-0.55999,1
-1.3382,0.9685,0.96999,1
-1.3382,-0.87799,-0.4209,1
-1.3382,1.2763,0.13545,1
-1.2457,0.9685,-0.55999,2
-1.2457,0.045257,-0.55999,1
-1.2457,1.2763,-0.55999,1
-1.2457,-1.4935,-0.55999,1
-1.2457,-1.1857,-0.28181,1
-1.2457,0.045257,-0.0036363,1
-1.1531,-1.4935,-0.28181,1
-1.1531,-1.4935,-0.55999,1
-1.1531,0.66075,-0.55999,1
-1.0605,-0.87799,2.6391,2
-1.0605,0.35301,-0.55999,2
-1.0605,1.2763,-0.55999,2
-1.0605,-1.4935,-0.55999,1
-1.0605,-1.1857,0.55272,1
-1.0605,-1.1857,-0.55999,1
-1.0605,0.35301,-0.55999,1
-1.0605,1.8917,0.55272,1
-1.0605,0.66075,-0.55999,1
-1.0605,0.66075,-0.55999,1
-0.96798,1.8917,-0.4209,2
-0.96798,-1.1857,-0.55999,2
-0.96798,-1.4935,-0.55999,1
-0.96798,-0.87799,-0.4209,1
-0.96798,-1.1857,-0.28181,1
-0.96798,-0.57024,-0.0036363,1
-0.96798,-0.26249,2.2218,1
-0.96798,0.66075,-0.55999,1
-0.96798,0.045257,-0.4209,1
-0.87542,-1.4935,6.6726,2
-0.87542,-1.1857,-0.28181,2
-0.87542,0.35301,-0.55999,2
-0.87542,0.35301,-0.55999,2
-0.87542,0.045257,1.3873,1
-0.87542,0.35301,-0.28181,1
-0.87542,0.35301,-0.14273,1
-0.87542,-0.87799,-0.55999,1
-0.87542,0.045257,-0.28181,1
-0.87542,0.66075,-0.55999,1
-0.87542,0.9685,-0.0036363,1
-0.78285,0.35301,0.27454,2
-0.78285,-1.4935,0.69181,2
-0.78285,0.045257,2.0827,2
-0.78285,-0.57024,-0.55999,1
-0.78285,0.045257,-0.4209,1
-0.78285,-0.57024,-0.55999,1
-0.78285,1.2763,1.6654,1
-0.69029,0.66075,0.27454,2
-0.69029,0.9685,-0.55999,2
-0.69029,1.2763,-0.4209,2
-0.69029,-0.87799,-0.55999,1
-0.69029,1.2763,-0.55999,1
-0.69029,-1.1857,1.3873,1
-0.69029,0.35301,-0.55999,1
-0.69029,1.584,-0.55999,1
-0.69029,1.2763,-0.4209,1
-0.59773,-1.4935,-0.28181,2
-0.59773,1.8917,-0.14273,2
-0.59773,-0.26249,0.13545,2
-0.59773,0.66075,2.2218,2
-0.59773,-0.26249,-0.55999,1
-0.59773,-1.4935,-0.14273,1
-0.59773,0.045257,-0.55999,1
-0.50516,0.045257,2.6391,2
-0.50516,-0.26249,-0.55999,2
-0.50516,0.66075,-0.55999,2
-0.50516,-0.57024,-0.55999,1
-0.50516,0.045257,0.27454,1
-0.50516,0.9685,-0.55999,1
-0.50516,1.2763,-0.55999,1
-0.50516,-1.4935,-0.14273,1
-0.50516,-0.87799,-0.0036363,1
-0.50516,1.584,-0.0036363,1
-0.50516,0.9685,1.1091,1
-0.4126,-1.4935,0.96999,2
-0.4126,-1.4935,0.96999,2
-0.4126,1.2763,0.41363,2
-0.4126,-0.57024,0.55272,1
-0.4126,-0.26249,-0.28181,1
-0.4126,0.35301,-0.55999,1
-0.4126,0.9685,-0.55999,1
-0.32004,0.045257,-0.55999,2
-0.32004,0.35301,0.8309,2
-0.32004,-0.57024,-0.4209,1
-0.32004,-0.26249,-0.55999,1
-0.32004,0.9685,-0.55999,1
-0.32004,-0.87799,-0.4209,1
-0.32004,-0.26249,-0.4209,1
-0.32004,0.045257,-0.14273,1
-0.32004,-0.57024,-0.55999,1
-0.32004,1.2763,-0.4209,1
-0.22748,0.045257,1.2482,2
-0.22748,0.35301,-0.55999,2
-0.22748,-1.1857,-0.55999,1
-0.22748,-0.57024,0.27454,1
-0.22748,-0.57024,-0.55999,1
-0.22748,0.045257,-0.4209,1
-0.22748,-1.4935,-0.4209,1
-0.22748,-1.1857,-0.28181,1
-0.22748,-0.57024,-0.55999,1
-0.22748,0.35301,-0.55999,1
-0.22748,0.66075,-0.0036363,1
-0.22748,0.9685,-0.4209,1
-0.13491,-1.1857,1.2482,2
-0.13491,-1.1857,-0.14273,2
-0.13491,0.35301,0.41363,1
-0.13491,-1.1857,-0.4209,1
-0.13491,0.66075,-0.55999,1
-0.13491,0.9685,-0.4209,1
-0.042349,1.8917,-0.14273,2
-0.042349,-1.1857,-0.28181,2
-0.042349,-0.26249,-0.14273,2
-0.042349,0.9685,-0.0036363,2
-0.042349,-0.57024,-0.55999,1
-0.042349,0.045257,-0.0036363,1
-0.042349,1.8917,-0.55999,1
