0.42867,1.3014,0.2674,0.98578,1.9625,-2.3841,2.3676,-1.9338,0.90624,-0.27288,-0.28196,0.95112,2.9552,0.60442,-0.92517,-0.24454,0.24033,0.97153,0.075995,-2.1753,1
0.4946,0.21155,0.38666,-0.44866,-0.13299,0.73714,0.36519,-0.19115,0.92318,0.9856,0.031844,-0.38905,0.70379,0.28604,-1.6689,0.52655,1.6542,-1.0441,-0.54592,1.4651,2
0.36812,-0.36005,0.46184,-1.3168,1.2168,0.6056,0.46719,-0.058143,-0.44045,-0.24794,0.50519,-0.060489,0.26673,0.19585,1.1985,0.80437,-0.37242,-0.063714,0.62926,0.068809,2
0.21473,0.7658,0.21491,0.67514,0.62547,-0.13539,-0.93968,1.3874,0.58374,0.44769,-0.21538,0.57202,1.4939,0.27191,-0.64095,0.66316,0.46693,-0.42621,-0.12995,-0.45617,2
-1.1133,0.55971,1.2221,-0.0085317,-0.70821,-0.65229,1.6148,-0.39709,0.51077,-0.38073,0.0034956,2.6551,-0.20603,-1.9366,-0.13758,2.5554,0.76191,-0.73189,-0.5432,1.4476,1
-0.31608,-3.2827,-0.45655,4.1928,-1.3881,-0.50092,-0.17307,3.6122,-0.16226,1.0712,0.18677,0.72898,-1.4022,-0.082148,-2.0999,-1.4183,-0.82227,-0.79589,1.1132,-0.94071,1
-0.57039,-0.29868,-2.0866,0.31418,0.80401,-0.50224,0.13883,0.63528,1.1076,2.8204,-2.3026,0.88794,0.01812,-0.7916,0.12671,-0.060637,0.063343,0.90752,-0.48543,-0.76684,1
0.62713,0.080155,-0.070266,-0.07227,-0.029624,0.75102,-0.017779,-0.13444,0.72446,-0.15492,-0.67026,-0.15626,0.13449,-0.41534,1.152,-0.063921,-0.30941,0.94867,-0.18908,-0.52019,2
1.0947,1.8743,-0.1273,0.11693,-0.0014331,-0.46523,0.36914,-0.61045,1.3037,0.31625,0.59287,0.97041,0.28062,0.51692,0.89437,-0.085595,0.28056,-0.082002,-0.10616,0.42935,2
-0.58384,-1.2885,2.7815,-0.34399,-0.41758,1.1456,1.1923,0.30376,0.6554,-0.33759,1.1928,0.73297,-1.4564,-0.0027214,-1.0281,0.81817,-1.0871,-2.0055,-0.23666,-0.049799,1
-0.80451,0.37762,0.41842,-0.13332,0.89999,1.0167,1.6056,-0.079074,0.23908,-0.30996,-0.57138,0.2674,1.4972,-1.2076,1.1573,-0.26753,-0.9711,-0.65481,-1.3724,0.98533,2
-0.54146,0.43498,-0.79746,0.41818,-1.4076,-0.81887,0.43429,-1.341,0.19543,1.2936,0.1749,0.49819,0.49221,0.40316,0.66262,-0.44749,0.62113,0.029033,-0.44804,-0.21019,2
0.68163,1.5482,-0.88625,2.547,-0.47732,-1.7165,-0.45997,-2.1323,-0.84179,-0.14683,-1.4297,-2.7069,0.77851,-0.97604,0.12074,-0.32993,-0.79881,-0.040854,1.4469,1.0264,1
0.089594,-0.17396,-2.117,1.493,-0.80956,0.31079,-0.14017,0.16805,-0.028694,0.24952,-0.99594,1.4446,-0.84343,0.0080484,0.01515,-0.2163,-1.2942,-0.49153,1.6379,2.2698,1
0.32641,0.5357,-0.41766,-2.654,-1.8493,2.1074,-0.71924,-1.2802,-1.4028,-0.47578,-0.62148,-0.47551,-0.34753,0.35941,0.93422,-0.033708,-0.50315,-0.82267,-0.049747,-1.1503,1
-0.77625,0.022129,-0.23813,-0.14406,-0.021569,-0.18827,0.5705,0.61907,0.18696,-0.11246,0.13073,-0.018588,1.125,1.6733,0.60949,-0.13223,0.021778,0.68284,0.57013,-0.77223,2
0.53496,0.01079,0.91747,0.98578,-0.37798,-1.265,1.2404,-0.1,0.50686,-0.14953,-0.39338,-0.1689,-0.614,-0.84074,-1.0055,0.319,0.57152,-0.64763,-0.13811,0.049939,2
0.10372,1.9357,-3.0568,-1.0082,1.9645,-0.15588,0.6646,-0.15469,0.43779,-1.4356,-0.18571,-0.30258,0.98415,1.0729,-1.8522,-1.4563,0.78068,-0.51961,2.7159,-1.7063,1
0.033082,1.0219,-0.23489,-0.24537,-0.16588,-0.63709,0.99624,0.77436,0.17849,1.3233,0.15183,-0.18553,-0.054613,0.74174,-0.28302,0.77285,-0.2303,-0.78283,1.6073,-0.34969,2
-0.36116,-0.028561,1.2305,-0.11923,0.49727,1.2012,-0.094769,0.2646,-0.0528,-0.17043,-0.19692,-0.18553,0.20392,0.7626,-0.019381,0.2809,-0.19946,0.60576,0.31864,0.41992,2
0.465,-0.256,-0.21804,0.42757,1.0282,-1.228,2.7144,0.40166,0.45017,-1.1512,1.6127,-0.13431,-0.31976,-0.75391,0.69316,0.25266,-0.44349,-1.2172,-1.1848,1.8358,1
-0.77827,-0.020558,1.0899,-0.5862,-0.66122,0.19049,-1.041,-1.4538,-0.40788,-1.2044,-0.63269,0.0093458,-1.9569,0.84809,-0.6104,-0.071146,1.3807,-1.0114,-2.4368,-0.005995,1
0.27864,1.3127,0.52406,1.1146,0.35833,-0.1572,0.93044,0.39356,0.34007,0.64587,-0.065067,0.60926,-0.45068,-0.3763,-0.6695,0.72818,0.34022,-0.97616,0.75976,-0.22839,2
1.2158,-0.67552,1.2396,0.22629,1.1524,-0.7521,-0.74688,0.041785,0.044276,1.3698,-0.3347,-0.69898,0.39699,-0.13465,1.2085,1.8113,-0.29332,0.66716,-0.081693,-0.98114,2
1.3315,-0.10526,0.17278,-0.11253,0.4872,0.89512,0.35203,-0.23909,1.1597,-1.7713,0.56123,0.62057,0.99869,0.013433,-0.50681,0.22376,-1.0046,0.26939,-0.85586,-0.73853,2
