1.831117519948894046e+00,-6.288308910906252880e-01,1.000000000000000000e+00
-8.201624750701459465e-01,-1.116085507521238362e+00,2.000000000000000000e+00
8.963252167292107275e-01,-2.414026952863346676e+00,1.000000000000000000e+00
1.979497365802639131e+00,-7.867201197253476108e-01,1.000000000000000000e+00
2.233568340659251583e-01,-2.459826776802076231e-01,1.000000000000000000e+00
1.631287822682491173e+00,-2.158998396420244159e+00,1.000000000000000000e+00
-5.667322404750476661e-01,-3.882716054443451359e-01,2.000000000000000000e+00
1.226869536678160788e+00,-1.144528343373701240e+00,1.000000000000000000e+00
-3.819890749721231438e-01,-9.099583799804047413e-01,2.000000000000000000e+00
-1.176121205559832877e-01,6.331923800981545947e-01,1.000000000000000000e+00
-1.525252527427418903e+00,1.226829113251289627e+00,2.000000000000000000e+00
9.408923448264973066e-01,5.483361765392514853e-01,1.000000000000000000e+00
9.399873185623883742e-01,-7.048662137384548165e-01,1.000000000000000000e+00
-3.209725749021818952e-01,-9.711393494610914834e-01,2.000000000000000000e+00
-4.995680931775612899e-01,5.777704866178623444e-01,2.000000000000000000e+00
-1.021533748948393550e+00,-4.016878380572659335e-01,2.000000000000000000e+00
-1.016005764361981534e+00,-8.754618602487426182e-01,2.000000000000000000e+00
-9.963888264912964532e-01,4.088721638360888477e-03,2.000000000000000000e+00
-1.545811234514157029e+00,2.651204397787265687e-01,2.000000000000000000e+00
1.874790083331832724e+00,8.014122103558175558e-01,1.000000000000000000e+00
-4.058933239435251195e-01,-9.202806213161598414e-01,2.000000000000000000e+00
-1.089890707346685250e+00,1.805487701144121715e+00,2.000000000000000000e+00
-1.070267823586341233e-01,-6.554952606113708669e-01,1.000000000000000000e+00
6.554551388941495804e-02,2.236314747386104251e+00,1.000000000000000000e+00
-2.160611752535637059e-02,6.695219931530960178e-01,1.000000000000000000e+00
2.001159463453849874e-01,-3.546712515384511932e-01,1.000000000000000000e+00
-1.576860031433046316e+00,-3.515999763148026647e-01,2.000000000000000000e+00
-4.269046968041490531e-01,6.372153755122723640e-01,2.000000000000000000e+00
8.637782077931368541e-01,1.001145311404913141e+00,1.000000000000000000e+00
1.821539046809253770e-01,9.525892051557558471e-01,1.000000000000000000e+00
-1.098807863810531193e+00,1.341079948956779289e+00,2.000000000000000000e+00
4.621742608423532461e-01,-2.974562573870001558e-01,1.000000000000000000e+00
4.321061224171376947e-01,-6.237045092319320333e-02,1.000000000000000000e+00
1.224233606556984100e+00,1.623101901358218191e+00,1.000000000000000000e+00
2.522390994271115794e+00,-1.457881255675545384e+00,1.000000000000000000e+00
-1.948338796729989442e+00,-5.154821653510013313e-01,2.000000000000000000e+00
2.751221606150623666e-02,9.431103431132046300e-01,1.000000000000000000e+00
2.191639049654754146e-01,-2.118916644253698411e+00,1.000000000000000000e+00
-5.467622668768032934e-01,8.921947683388385952e-01,2.000000000000000000e+00
1.138030458848586779e-01,8.225066704821042407e-01,1.000000000000000000e+00
-4.434513967340420471e-01,-1.946254708593176952e-01,2.000000000000000000e+00
6.018252681598419696e-02,4.506736961186166290e-01,1.000000000000000000e+00
7.464076131249230972e-02,1.431969134209055972e-01,1.000000000000000000e+00
-9.956696984721510324e-01,4.163514038996298239e-01,2.000000000000000000e+00
-1.955862077014204267e-02,1.210728793906297396e+00,1.000000000000000000e+00
1.307113613692761245e+00,2.130797277123220590e-01,1.000000000000000000e+00
-6.318500490711058681e-01,-6.573279749974310082e-01,2.000000000000000000e+00
3.520155721913694191e-01,9.917551426343511334e-02,1.000000000000000000e+00
-5.931357881095141726e-01,6.352698787945476600e-02,2.000000000000000000e+00
-9.332694194669752807e-01,7.549149333474557411e-01,2.000000000000000000e+00
